2024-05-23 14:58:24|11111111|REGISTRO
2024-05-23 14:58:27|22222222|REGISTRO
2024-05-23 14:58:28|11111111|ATENCION
2024-05-23 14:58:32|33333333|REGISTRO
2024-06-03 10:19:22|43989453|REGISTRO
2024-06-03 10:19:30|11111111|REGISTRO
2024-06-03 10:45:28|12312312|REGISTRO
2024-06-03 10:47:41|45645645|REGISTRO
2024-06-03 10:53:00|12312312|REGISTRO
2024-06-03 10:53:02|23423423|REGISTRO
2024-06-03 10:53:05|34534534|REGISTRO
2024-06-03 10:53:07|45645645|REGISTRO
2024-06-10 01:45:31|12312312|REGISTRO
2024-06-10 01:50:21|12312312|REGISTRO
2024-06-10 01:50:29|12312312|ATENCION
2024-06-10 01:58:33|12312312|REGISTRO
2024-06-10 01:58:38|23423423|REGISTRO
2024-06-10 01:58:40|12312312|ATENCION
2024-06-10 01:58:48|23423423|ATENCION
2024-06-10 01:58:52|67867867|REGISTRO
2024-06-10 01:58:57|67867867|ATENCION
2024-06-10 02:00:25|12312312|REGISTRO
2024-06-10 02:00:27|23423423|REGISTRO
2024-06-10 02:00:30|34534534|REGISTRO
2024-06-10 02:00:32|12312312|ATENCION
2024-06-10 02:00:34|23423423|ATENCION
2024-06-10 02:00:36|34534534|ATENCION
2024-06-10 02:04:59|12312312|REGISTRO
2024-06-10 02:05:02|23423423|REGISTRO
2024-06-10 02:05:03|34534534|REGISTRO
2024-06-10 02:05:05|12312312|ATENCION
2024-06-10 02:05:08|23423423|ATENCION
2024-06-10 02:05:13|34534534|ATENCION
2024-06-10 02:07:40|12312312|REGISTRO
2024-06-10 02:07:53|12312312|ATENCION
2024-06-10 02:15:21|12312312|REGISTRO
2024-06-10 02:15:24|12312312|ATENCION
2024-06-10 02:16:47|12312312|REGISTRO
2024-06-10 02:16:51|23423423|REGISTRO
2024-06-10 02:16:52|12312312|ATENCION
2024-06-10 02:16:57|23423423|ATENCION
2024-06-10 02:17:02|67867867|REGISTRO
2024-06-10 02:17:07|67867867|ATENCION
2024-06-10 02:17:16|78978978|REGISTRO
2024-06-10 02:17:20|78978978|ATENCION
2024-06-10 02:18:38|12312312|REGISTRO
2024-06-10 02:18:40|23423423|REGISTRO
2024-06-10 02:18:43|12312312|ATENCION
2024-06-10 02:18:51|23423423|ATENCION
2024-06-10 02:28:07|12312312|REGISTRO
2024-06-10 02:28:09|23423423|REGISTRO
2024-06-10 02:28:12|34534534|REGISTRO
2024-06-10 02:28:14|12312312|ATENCION
2024-06-10 02:28:16|23423423|ATENCION
2024-06-10 02:28:28|34534534|ATENCION
2024-06-10 02:28:34|34534534|ATENCION
2024-06-10 02:28:36|34534534|ATENCION
2024-06-10 02:28:47|75375375|REGISTRO
2024-06-10 02:31:24|12312312|REGISTRO
2024-06-10 02:31:26|23423423|REGISTRO
2024-06-10 02:31:28|12312312|ATENCION
2024-06-10 02:31:35|23423423|ATENCION
2024-06-10 02:31:38|23423423|ATENCION
2024-06-10 02:31:40|23423423|ATENCION
2024-06-10 02:31:42|23423423|ATENCION
2024-06-10 02:31:45|23423423|ATENCION
2024-06-10 02:33:26|12312312|REGISTRO
2024-06-10 02:33:28|23423423|REGISTRO
2024-06-10 02:33:31|12312312|ATENCION
2024-06-10 02:33:33|23423423|ATENCION
2024-06-10 02:33:40|78978978|REGISTRO
2024-06-10 02:33:43|67867867|REGISTRO
2024-06-10 02:33:48|78978978|ATENCION
2024-06-10 02:33:51|67867867|ATENCION
2024-06-10 02:33:58|67867867|ATENCION
2024-06-10 02:35:10|34534534|REGISTRO
2024-06-10 02:35:10|34534534|REGISTRO
2024-06-10 02:35:12|45645645|REGISTRO
2024-06-10 02:35:12|45645645|REGISTRO
2024-06-10 02:35:15|56756756|REGISTRO
2024-06-10 02:35:15|56756756|REGISTRO
2024-06-10 02:35:21|34534534|ATENCION
2024-06-10 02:35:21|34534534|ATENCION
2024-06-10 02:35:27|45645645|ATENCION
2024-06-10 02:35:27|45645645|ATENCION
2024-06-10 02:35:30|34534534|ATENCION
2024-06-10 02:35:30|34534534|ATENCION
2024-06-10 02:35:31|45645645|ATENCION
2024-06-10 02:35:31|45645645|ATENCION
2024-06-10 02:35:32|34534534|ATENCION
2024-06-10 02:35:32|34534534|ATENCION
2024-06-10 02:35:32|45645645|ATENCION
2024-06-10 02:35:32|45645645|ATENCION
2024-06-10 02:35:33|34534534|ATENCION
2024-06-10 02:35:33|34534534|ATENCION
2024-06-10 02:35:34|45645645|ATENCION
2024-06-10 02:35:34|45645645|ATENCION
2024-06-10 02:35:44|75375375|REGISTRO
2024-06-10 02:35:44|75375375|REGISTRO
2024-06-10 02:35:54|95495454|REGISTRO
2024-06-10 02:35:57|56756756|ATENCION
2024-06-10 02:36:02|75375375|ATENCION
2024-06-10 02:36:07|95495454|ATENCION
2024-06-10 02:37:44|12312312|REGISTRO
2024-06-10 02:37:44|12312312|REGISTRO
2024-06-10 02:37:47|23423423|REGISTRO
2024-06-10 02:37:47|23423423|REGISTRO
2024-06-10 02:37:58|12312312|ATENCION
2024-06-10 02:38:02|23423423|ATENCION
2024-06-10 02:38:07|98798798|REGISTRO
2024-06-10 02:38:09|98798798|ATENCION
2024-06-10 02:40:19|12312312|REGISTRO
2024-06-10 02:40:21|23423423|REGISTRO
2024-06-10 02:40:23|12312312|ATENCION
2024-06-10 02:40:26|23423423|ATENCION
2024-06-10 02:41:08|11111111|REGISTRO
2024-06-10 02:41:11|22222222|REGISTRO
2024-06-10 02:41:14|33333333|REGISTRO
2024-06-10 02:41:16|11111111|ATENCION
2024-06-10 02:41:19|22222222|ATENCION
2024-06-10 02:41:25|33333333|ATENCION
2024-06-10 02:41:35|77777777|REGISTRO
2024-06-10 02:41:44|77777777|ATENCION
2024-06-10 02:48:33|12312312|REGISTRO
2024-06-10 02:48:35|23423423|REGISTRO
2024-06-10 02:48:39|12312312|ATENCION
2024-06-10 02:48:43|23423423|ATENCION
2024-06-10 02:49:57|12312312|REGISTRO
2024-06-10 02:49:58|12312312|ATENCION
2024-06-10 02:50:29|12312312|REGISTRO
2024-06-10 02:50:31|23423423|REGISTRO
2024-06-10 02:50:32|12312312|ATENCION
2024-06-10 02:50:42|23423423|ATENCION
2024-06-10 09:59:17|12321312|REGISTRO
2024-06-10 09:59:27|12321312|ATENCION
